0.00.026.586 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.166.218 W srv  llama_server: -----------------
0.00.166.220 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.166.220 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.166.221 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.166.221 W srv  llama_server: -----------------
0.00.167.514 I srv    load_model: loading model 'runs/raft-s0/gguf_e2/model.Q8_0.gguf'
0.00.672.923 W model has unused tensor blk.24.attn_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.928 W model has unused tensor blk.24.post_attention_norm.weight (size = 4096 bytes) -- ignoring
0.00.672.931 W model has unused tensor blk.24.attn_q.weight (size = 4456448 bytes) -- ignoring
0.00.672.933 W model has unused tensor blk.24.attn_k.weight (size = 557056 bytes) -- ignoring
0.00.672.934 W model has unused tensor blk.24.attn_v.weight (size = 557056 bytes) -- ignoring
0.00.672.938 W model has unused tensor blk.24.attn_output.weight (size = 2228224 bytes) -- ignoring
0.00.672.939 W model has unused tensor blk.24.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.940 W model has unused tensor blk.24.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.672.942 W model has unused tensor blk.24.ffn_gate.weight (size = 3899392 bytes) -- ignoring
0.00.672.943 W model has unused tensor blk.24.ffn_down.weight (size = 3899392 bytes) -- ignoring
0.00.672.944 W model has unused tensor blk.24.ffn_up.weight (size = 3899392 bytes) -- ignoring
0.00.672.946 W model has unused tensor blk.24.nextn.eh_proj.weight (size = 2228224 bytes) -- ignoring
0.00.672.955 W model has unused tensor blk.24.nextn.enorm.weight (size = 4096 bytes) -- ignoring
0.00.672.957 W model has unused tensor blk.24.nextn.hnorm.weight (size = 4096 bytes) -- ignoring
0.00.672.961 W model has unused tensor blk.24.nextn.shared_head_norm.weight (size = 4096 bytes) -- ignoring
0.01.206.229 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.01.208.109 I srv  llama_server: model loaded
0.01.208.114 I srv  llama_server: listening on http://127.0.0.1:8091
0.03.071.392 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.44.234.355 I slot print_timing: id  2 | task 41003 |    graphs reused =      39057
1.44.234.452 I slot      release: id  2 | task 41003 | stop processing: n_tokens = 2399, truncated = 0
1.44.243.327 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 2565781153805
1.44.243.388 I slot launch_slot_: id  1 | task 41132 | processing task, is_child = 0
1.44.243.443 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.138 MiB)
1.44.504.957 I slot print_timing: id  1 | task 41132 | prompt eval time =      49.66 ms /  2417 tokens (    0.02 ms per token, 48669.00 tokens per second)
1.44.504.961 I slot print_timing: id  1 | task 41132 |        eval time =     194.84 ms /   124 tokens (    1.57 ms per token,   636.43 tokens per second)
1.44.504.961 I slot print_timing: id  1 | task 41132 |       total time =     244.50 ms /  2541 tokens
1.44.504.962 I slot print_timing: id  1 | task 41132 |    graphs reused =      39179
1.44.505.068 I slot      release: id  1 | task 41132 | stop processing: n_tokens = 2540, truncated = 0
1.44.511.269 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.177 (> 0.100 thold), f_keep = 0.093
1.44.511.368 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.913 MiB)
1.44.528.014 I slot launch_slot_: id  1 | task 41259 | processing task, is_child = 0
1.44.588.441 I slot print_timing: id  1 | task 41259 | prompt eval time =      36.43 ms /  1336 tokens (    0.03 ms per token, 36674.08 tokens per second)
1.44.588.443 I slot print_timing: id  1 | task 41259 |        eval time =      23.97 ms /    15 tokens (    1.60 ms per token,   625.73 tokens per second)
1.44.588.444 I slot print_timing: id  1 | task 41259 |       total time =      60.40 ms /  1351 tokens
1.44.588.444 I slot print_timing: id  1 | task 41259 |    graphs reused =      39192
1.44.588.510 I slot      release: id  1 | task 41259 | stop processing: n_tokens = 1350, truncated = 0
1.44.592.527 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2565783545781
1.44.592.560 I slot launch_slot_: id  0 | task 41277 | processing task, is_child = 0
1.44.592.620 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.645 MiB)
1.45.172.455 I slot print_timing: id  0 | task 41277 | prompt eval time =      17.25 ms /   412 tokens (    0.04 ms per token, 23889.60 tokens per second)
1.45.172.459 I slot print_timing: id  0 | task 41277 |        eval time =     550.62 ms /   271 tokens (    2.03 ms per token,   492.17 tokens per second)
1.45.172.460 I slot print_timing: id  0 | task 41277 |       total time =     567.87 ms /   683 tokens
1.45.172.460 I slot print_timing: id  0 | task 41277 |    graphs reused =      39460
1.45.172.489 I slot      release: id  0 | task 41277 | stop processing: n_tokens = 682, truncated = 0
1.45.175.487 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.925 (> 0.100 thold), f_keep = 0.595
1.45.175.510 I slot launch_slot_: id  0 | task 41550 | processing task, is_child = 0
1.46.002.612 I slot print_timing: id  0 | task 41550 | prompt eval time =      17.30 ms /   439 tokens (    0.04 ms per token, 25380.12 tokens per second)
1.46.002.614 I slot print_timing: id  0 | task 41550 |        eval time =     809.79 ms /   388 tokens (    2.09 ms per token,   479.14 tokens per second)
1.46.002.615 I slot print_timing: id  0 | task 41550 |       total time =     827.09 ms /   827 tokens
1.46.002.616 I slot print_timing: id  0 | task 41550 |    graphs reused =      39844
1.46.002.638 I slot      release: id  0 | task 41550 | stop processing: n_tokens = 826, truncated = 0
1.46.781.112 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2565787917945
1.46.781.180 I slot launch_slot_: id  3 | task 41940 | processing task, is_child = 0
1.47.000.220 I slot print_timing: id  3 | task 41940 | prompt eval time =      46.87 ms /  2086 tokens (    0.02 ms per token, 44510.83 tokens per second)
1.47.000.223 I slot print_timing: id  3 | task 41940 |        eval time =     162.06 ms /   103 tokens (    1.57 ms per token,   635.55 tokens per second)
1.47.000.224 I slot print_timing: id  3 | task 41940 |       total time =     208.93 ms /  2189 tokens
1.47.000.225 I slot print_timing: id  3 | task 41940 |    graphs reused =      39945
1.47.000.320 I slot      release: id  3 | task 41940 | stop processing: n_tokens = 2188, truncated = 0
1.47.008.402 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.106 (> 0.100 thold), f_keep = 0.108
1.47.008.481 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.974 MiB)
1.47.024.139 I slot launch_slot_: id  3 | task 42046 | processing task, is_child = 0
1.47.135.735 I slot print_timing: id  3 | task 42046 | prompt eval time =      48.35 ms /  2224 tokens (    0.02 ms per token, 45998.88 tokens per second)
1.47.135.738 I slot print_timing: id  3 | task 42046 |        eval time =      63.22 ms /    40 tokens (    1.58 ms per token,   632.72 tokens per second)
1.47.135.738 I slot print_timing: id  3 | task 42046 |       total time =     111.57 ms /  2264 tokens
1.47.135.739 I slot print_timing: id  3 | task 42046 |    graphs reused =      39983
1.47.135.840 I slot      release: id  3 | task 42046 | stop processing: n_tokens = 2263, truncated = 0
1.47.143.520 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.109 (> 0.100 thold), f_keep = 0.104
1.47.143.600 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.537 MiB)
1.47.159.661 I slot launch_slot_: id  3 | task 42089 | processing task, is_child = 0
1.47.489.047 I slot print_timing: id  3 | task 42089 | prompt eval time =      48.05 ms /  2161 tokens (    0.02 ms per token, 44971.18 tokens per second)
1.47.489.050 I slot print_timing: id  3 | task 42089 |        eval time =     281.30 ms /   178 tokens (    1.58 ms per token,   632.77 tokens per second)
1.47.489.050 I slot print_timing: id  3 | task 42089 |       total time =     329.35 ms /  2339 tokens
1.47.489.051 I slot print_timing: id  3 | task 42089 |    graphs reused =      40158
1.47.489.145 I slot      release: id  3 | task 42089 | stop processing: n_tokens = 2338, truncated = 0
1.47.497.588 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.107 (> 0.100 thold), f_keep = 0.101
1.47.497.671 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.255 MiB)
1.47.513.962 I slot launch_slot_: id  3 | task 42270 | processing task, is_child = 0
1.47.829.713 I slot print_timing: id  3 | task 42270 | prompt eval time =      48.07 ms /  2207 tokens (    0.02 ms per token, 45915.08 tokens per second)
1.47.829.716 I slot print_timing: id  3 | task 42270 |        eval time =     267.65 ms /   169 tokens (    1.58 ms per token,   631.41 tokens per second)
1.47.829.717 I slot print_timing: id  3 | task 42270 |       total time =     315.72 ms /  2376 tokens
1.47.829.718 I slot print_timing: id  3 | task 42270 |    graphs reused =      40324
1.47.829.811 I slot      release: id  3 | task 42270 | stop processing: n_tokens = 2375, truncated = 0
1.47.838.283 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.108 (> 0.100 thold), f_keep = 0.099
1.47.838.361 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 82.753 MiB)
1.47.854.642 I slot launch_slot_: id  3 | task 42442 | processing task, is_child = 0
1.48.020.715 I slot print_timing: id  3 | task 42442 | prompt eval time =      47.97 ms /  2191 tokens (    0.02 ms per token, 45674.38 tokens per second)
1.48.020.718 I slot print_timing: id  3 | task 42442 |        eval time =     118.07 ms /    75 tokens (    1.57 ms per token,   635.21 tokens per second)
1.48.020.719 I slot print_timing: id  3 | task 42442 |       total time =     166.04 ms /  2266 tokens
1.48.020.719 I slot print_timing: id  3 | task 42442 |    graphs reused =      40397
1.48.020.820 I slot      release: id  3 | task 42442 | stop processing: n_tokens = 2265, truncated = 0
1.48.028.974 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.104
1.48.029.065 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 82.190 MiB)
1.48.045.379 I slot launch_slot_: id  3 | task 42520 | processing task, is_child = 0
1.48.231.530 I slot print_timing: id  3 | task 42520 | prompt eval time =      47.82 ms /  2150 tokens (    0.02 ms per token, 44962.15 tokens per second)
1.48.231.534 I slot print_timing: id  3 | task 42520 |        eval time =     138.30 ms /    88 tokens (    1.57 ms per token,   636.28 tokens per second)
1.48.231.534 I slot print_timing: id  3 | task 42520 |       total time =     186.12 ms /  2238 tokens
1.48.231.535 I slot print_timing: id  3 | task 42520 |    graphs reused =      40483
1.48.231.633 I slot      release: id  3 | task 42520 | stop processing: n_tokens = 2237, truncated = 0
1.48.239.954 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.108 (> 0.100 thold), f_keep = 0.105
1.48.240.036 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.826 MiB)
1.48.241.005 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.732 MiB)
1.48.250.145 I slot launch_slot_: id  3 | task 42611 | processing task, is_child = 0
1.48.436.623 I slot print_timing: id  3 | task 42611 | prompt eval time =      48.23 ms /  2195 tokens (    0.02 ms per token, 45515.81 tokens per second)
1.48.436.626 I slot print_timing: id  3 | task 42611 |        eval time =     138.22 ms /    88 tokens (    1.57 ms per token,   636.65 tokens per second)
1.48.436.627 I slot print_timing: id  3 | task 42611 |       total time =     186.45 ms /  2283 tokens
1.48.436.627 I slot print_timing: id  3 | task 42611 |    graphs reused =      40569
1.48.436.731 I slot      release: id  3 | task 42611 | stop processing: n_tokens = 2282, truncated = 0
1.48.445.072 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.103
1.48.445.153 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.227 MiB)
1.48.461.031 I slot launch_slot_: id  3 | task 42702 | processing task, is_child = 0
1.48.658.071 I slot print_timing: id  3 | task 42702 | prompt eval time =      48.65 ms /  2268 tokens (    0.02 ms per token, 46620.62 tokens per second)
1.48.658.074 I slot print_timing: id  3 | task 42702 |        eval time =     148.36 ms /    93 tokens (    1.60 ms per token,   626.85 tokens per second)
1.48.658.074 I slot print_timing: id  3 | task 42702 |       total time =     197.01 ms /  2361 tokens
1.48.658.075 I slot print_timing: id  3 | task 42702 |    graphs reused =      40659
1.48.658.174 I slot      release: id  3 | task 42702 | stop processing: n_tokens = 2360, truncated = 0
1.48.666.481 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.105 (> 0.100 thold), f_keep = 0.100
1.48.666.557 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.673 MiB)
1.48.683.040 I slot launch_slot_: id  3 | task 42798 | processing task, is_child = 0
1.48.879.835 I slot print_timing: id  3 | task 42798 | prompt eval time =      48.56 ms /  2253 tokens (    0.02 ms per token, 46392.39 tokens per second)
1.48.879.838 I slot print_timing: id  3 | task 42798 |        eval time =     148.20 ms /    93 tokens (    1.59 ms per token,   627.53 tokens per second)
1.48.879.839 I slot print_timing: id  3 | task 42798 |       total time =     196.76 ms /  2346 tokens
1.48.879.839 I slot print_timing: id  3 | task 42798 |    graphs reused =      40749
1.48.879.935 I slot      release: id  3 | task 42798 | stop processing: n_tokens = 2345, truncated = 0
1.48.888.687 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.106 (> 0.100 thold), f_keep = 0.101
1.48.888.761 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 82.718 MiB)
1.48.905.667 I slot launch_slot_: id  3 | task 42894 | processing task, is_child = 0
1.49.102.503 I slot print_timing: id  3 | task 42894 | prompt eval time =      48.36 ms /  2225 tokens (    0.02 ms per token, 46008.15 tokens per second)
1.49.102.506 I slot print_timing: id  3 | task 42894 |        eval time =     148.44 ms /    93 tokens (    1.60 ms per token,   626.51 tokens per second)
1.49.102.506 I slot print_timing: id  3 | task 42894 |       total time =     196.80 ms /  2318 tokens
1.49.102.507 I slot print_timing: id  3 | task 42894 |    graphs reused =      40839
1.49.102.605 I slot      release: id  3 | task 42894 | stop processing: n_tokens = 2317, truncated = 0
1.49.110.739 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.102
1.49.110.818 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.206 MiB)
1.49.126.983 I slot launch_slot_: id  3 | task 42990 | processing task, is_child = 0
1.49.324.046 I slot print_timing: id  3 | task 42990 | prompt eval time =      48.82 ms /  2278 tokens (    0.02 ms per token, 46664.07 tokens per second)
1.49.324.049 I slot print_timing: id  3 | task 42990 |        eval time =     148.22 ms /    93 tokens (    1.59 ms per token,   627.45 tokens per second)
1.49.324.050 I slot print_timing: id  3 | task 42990 |       total time =     197.03 ms /  2371 tokens
1.49.324.050 I slot print_timing: id  3 | task 42990 |    graphs reused =      40929
1.49.324.147 I slot      release: id  3 | task 42990 | stop processing: n_tokens = 2370, truncated = 0
1.49.332.323 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.100
1.49.332.408 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.159 MiB)
1.49.341.352 I slot launch_slot_: id  3 | task 43086 | processing task, is_child = 0
1.49.536.673 I slot print_timing: id  3 | task 43086 | prompt eval time =      49.10 ms /  2304 tokens (    0.02 ms per token, 46927.51 tokens per second)
1.49.536.680 I slot print_timing: id  3 | task 43086 |        eval time =     146.19 ms /    93 tokens (    1.57 ms per token,   636.15 tokens per second)
1.49.536.680 I slot print_timing: id  3 | task 43086 |       total time =     195.29 ms /  2397 tokens
1.49.536.681 I slot print_timing: id  3 | task 43086 |    graphs reused =      41020
1.49.536.777 I slot      release: id  3 | task 43086 | stop processing: n_tokens = 2396, truncated = 0
1.49.545.078 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2565788456787
1.49.545.138 I slot launch_slot_: id  2 | task 43182 | processing task, is_child = 0
1.49.545.195 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.889 MiB)
1.49.746.099 I slot print_timing: id  2 | task 43182 | prompt eval time =      50.04 ms /  2483 tokens (    0.02 ms per token, 49623.28 tokens per second)
1.49.746.102 I slot print_timing: id  2 | task 43182 |        eval time =     134.06 ms /    84 tokens (    1.60 ms per token,   626.57 tokens per second)
1.49.746.103 I slot print_timing: id  2 | task 43182 |       total time =     184.10 ms /  2567 tokens
1.49.746.104 I slot print_timing: id  2 | task 43182 |    graphs reused =      41101
1.49.746.207 I slot      release: id  2 | task 43182 | stop processing: n_tokens = 2566, truncated = 0
1.49.754.663 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.102 (> 0.100 thold), f_keep = 0.092
1.49.754.745 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.795 MiB)
1.49.771.519 I slot launch_slot_: id  2 | task 43269 | processing task, is_child = 0
1.49.952.586 I slot print_timing: id  2 | task 43269 | prompt eval time =      48.86 ms /  2314 tokens (    0.02 ms per token, 47361.74 tokens per second)
1.49.952.589 I slot print_timing: id  2 | task 43269 |        eval time =     132.18 ms /    84 tokens (    1.57 ms per token,   635.50 tokens per second)
1.49.952.589 I slot print_timing: id  2 | task 43269 |       total time =     181.04 ms /  2398 tokens
1.49.952.590 I slot print_timing: id  2 | task 43269 |    graphs reused =      41183
1.49.952.691 I slot      release: id  2 | task 43269 | stop processing: n_tokens = 2397, truncated = 0
1.49.960.998 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.102 (> 0.100 thold), f_keep = 0.099
1.49.961.082 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.406 MiB)
1.49.977.552 I slot launch_slot_: id  2 | task 43356 | processing task, is_child = 0
1.50.158.642 I slot print_timing: id  2 | task 43356 | prompt eval time =      48.94 ms /  2326 tokens (    0.02 ms per token, 47527.58 tokens per second)
1.50.158.646 I slot print_timing: id  2 | task 43356 |        eval time =     132.12 ms /    84 tokens (    1.57 ms per token,   635.79 tokens per second)
1.50.158.646 I slot print_timing: id  2 | task 43356 |       total time =     181.06 ms /  2410 tokens
1.50.158.647 I slot print_timing: id  2 | task 43356 |    graphs reused =      41265
1.50.158.753 I slot      release: id  2 | task 43356 | stop processing: n_tokens = 2409, truncated = 0
1.50.167.044 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.105 (> 0.100 thold), f_keep = 0.098
1.50.167.127 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.122 MiB)
1.50.175.623 I slot launch_slot_: id  2 | task 43443 | processing task, is_child = 0
1.50.405.213 I slot print_timing: id  2 | task 43443 | prompt eval time =      48.50 ms /  2264 tokens (    0.02 ms per token, 46680.41 tokens per second)
1.50.405.217 I slot print_timing: id  2 | task 43443 |        eval time =     181.06 ms /   114 tokens (    1.59 ms per token,   629.63 tokens per second)
1.50.405.217 I slot print_timing: id  2 | task 43443 |       total time =     229.56 ms /  2378 tokens
1.50.405.218 I slot print_timing: id  2 | task 43443 |    graphs reused =      41376
1.50.405.322 I slot      release: id  2 | task 43443 | stop processing: n_tokens = 2377, truncated = 0
1.50.413.532 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.101 (> 0.100 thold), f_keep = 0.100
1.50.413.611 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.300 MiB)
1.50.429.677 I slot launch_slot_: id  2 | task 43560 | processing task, is_child = 0
1.50.634.652 I slot print_timing: id  2 | task 43560 | prompt eval time =      49.23 ms /  2346 tokens (    0.02 ms per token, 47649.03 tokens per second)
1.50.634.655 I slot print_timing: id  2 | task 43560 |        eval time =     155.71 ms /    99 tokens (    1.57 ms per token,   635.79 tokens per second)
1.50.634.656 I slot print_timing: id  2 | task 43560 |       total time =     204.95 ms /  2445 tokens
1.50.634.657 I slot print_timing: id  2 | task 43560 |    graphs reused =      41473
1.50.634.750 I slot      release: id  2 | task 43560 | stop processing: n_tokens = 2444, truncated = 0
1.50.643.346 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.102 (> 0.100 thold), f_keep = 0.097
1.50.643.428 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.065 MiB)
1.50.651.921 I slot launch_slot_: id  2 | task 43662 | processing task, is_child = 0
1.50.865.933 I slot print_timing: id  2 | task 43662 | prompt eval time =      48.98 ms /  2325 tokens (    0.02 ms per token, 47471.26 tokens per second)
1.50.865.936 I slot print_timing: id  2 | task 43662 |        eval time =     165.01 ms /   105 tokens (    1.57 ms per token,   636.33 tokens per second)
1.50.865.936 I slot print_timing: id  2 | task 43662 |       total time =     213.99 ms /  2430 tokens
1.50.865.937 I slot print_timing: id  2 | task 43662 |    graphs reused =      41576
1.50.866.035 I slot      release: id  2 | task 43662 | stop processing: n_tokens = 2429, truncated = 0
1.50.874.520 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.103 (> 0.100 thold), f_keep = 0.098
1.50.874.603 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 83.680 MiB)
1.50.890.852 I slot launch_slot_: id  2 | task 43770 | processing task, is_child = 0
1.51.106.045 I slot print_timing: id  2 | task 43770 | prompt eval time =      48.79 ms /  2303 tokens (    0.02 ms per token, 47203.26 tokens per second)
1.51.106.047 I slot print_timing: id  2 | task 43770 |        eval time =     166.38 ms /   105 tokens (    1.58 ms per token,   631.10 tokens per second)
1.51.106.048 I slot print_timing: id  2 | task 43770 |       total time =     215.17 ms /  2408 tokens
1.51.106.049 I slot print_timing: id  2 | task 43770 |    graphs reused =      41678
1.51.106.150 I slot      release: id  2 | task 43770 | stop processing: n_tokens = 2407, truncated = 0
1.51.114.580 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.106 (> 0.100 thold), f_keep = 0.098
1.51.114.663 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 81.403 MiB)
1.51.130.722 I slot launch_slot_: id  2 | task 43878 | processing task, is_child = 0
1.51.345.959 I slot print_timing: id  2 | task 43878 | prompt eval time =      48.30 ms /  2220 tokens (    0.02 ms per token, 45963.68 tokens per second)
1.51.345.961 I slot print_timing: id  2 | task 43878 |        eval time =     166.91 ms /   105 tokens (    1.59 ms per token,   629.09 tokens per second)
1.51.345.962 I slot print_timing: id  2 | task 43878 |       total time =     215.21 ms /  2325 tokens
1.51.345.963 I slot print_timing: id  2 | task 43878 |    graphs reused =      41780
1.51.346.062 I slot      release: id  2 | task 43878 | stop processing: n_tokens = 2324, truncated = 0
1.51.354.556 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.106 (> 0.100 thold), f_keep = 0.102
1.51.354.639 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 46.620 MiB)
1.51.370.239 I slot launch_slot_: id  2 | task 43986 | processing task, is_child = 0
1.51.588.795 I slot print_timing: id  2 | task 43986 | prompt eval time =      48.39 ms /  2226 tokens (    0.02 ms per token, 46001.24 tokens per second)
1.51.588.797 I slot print_timing: id  2 | task 43986 |        eval time =     170.14 ms /   107 tokens (    1.59 ms per token,   628.90 tokens per second)
1.51.588.798 I slot print_timing: id  2 | task 43986 |       total time =     218.53 ms /  2333 tokens
1.51.588.799 I slot print_timing: id  2 | task 43986 |    graphs reused =      41884
1.51.588.896 I slot      release: id  2 | task 43986 | stop processing: n_tokens = 2332, truncated = 0
1.51.597.294 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.100 (> 0.100 thold), f_keep = 0.102
1.51.597.377 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 84.173 MiB)
1.51.614.138 I slot launch_slot_: id  2 | task 44096 | processing task, is_child = 0
1.51.811.330 I slot print_timing: id  2 | task 44096 | prompt eval time =      49.13 ms /  2363 tokens (    0.02 ms per token, 48100.80 tokens per second)
1.51.811.333 I slot print_timing: id  2 | task 44096 |        eval time =     148.04 ms /    94 tokens (    1.57 ms per token,   634.98 tokens per second)
1.51.811.333 I slot print_timing: id  2 | task 44096 |       total time =     197.16 ms /  2457 tokens
1.51.811.334 I slot print_timing: id  2 | task 44096 |    graphs reused =      41976
1.51.811.434 I slot      release: id  2 | task 44096 | stop processing: n_tokens = 2456, truncated = 0
1.51.819.880 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.096
1.51.819.963 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 86.579 MiB)
1.51.836.663 I slot launch_slot_: id  2 | task 44193 | processing task, is_child = 0
1.52.097.960 I slot print_timing: id  2 | task 44193 | prompt eval time =      48.88 ms /  2277 tokens (    0.02 ms per token, 46579.66 tokens per second)
1.52.097.962 I slot print_timing: id  2 | task 44193 |        eval time =     212.38 ms /   134 tokens (    1.58 ms per token,   630.95 tokens per second)
1.52.097.963 I slot print_timing: id  2 | task 44193 |       total time =     261.26 ms /  2411 tokens
1.52.097.964 I slot print_timing: id  2 | task 44193 |    graphs reused =      42107
1.52.098.064 I slot      release: id  2 | task 44193 | stop processing: n_tokens = 2410, truncated = 0
1.52.106.579 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.098
1.52.106.669 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 90.077 MiB)
1.52.115.193 I slot launch_slot_: id  2 | task 44330 | processing task, is_child = 0
1.52.351.128 I slot print_timing: id  2 | task 44330 | prompt eval time =      48.57 ms /  2268 tokens (    0.02 ms per token, 46699.34 tokens per second)
1.52.351.131 I slot print_timing: id  2 | task 44330 |        eval time =     187.34 ms /   118 tokens (    1.59 ms per token,   629.88 tokens per second)
1.52.351.131 I slot print_timing: id  2 | task 44330 |       total time =     235.90 ms /  2386 tokens
1.52.351.132 I slot print_timing: id  2 | task 44330 |    graphs reused =      42222
1.52.351.233 I slot      release: id  2 | task 44330 | stop processing: n_tokens = 2385, truncated = 0
1.52.359.341 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.108 (> 0.100 thold), f_keep = 0.099
1.52.359.413 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 88.387 MiB)
1.52.368.497 I slot launch_slot_: id  2 | task 44451 | processing task, is_child = 0
1.52.440.711 I slot print_timing: id  2 | task 44451 | prompt eval time =      48.06 ms /  2194 tokens (    0.02 ms per token, 45651.27 tokens per second)
1.52.440.714 I slot print_timing: id  2 | task 44451 |        eval time =      24.13 ms /    15 tokens (    1.61 ms per token,   621.68 tokens per second)
1.52.440.714 I slot print_timing: id  2 | task 44451 |       total time =      72.19 ms /  2209 tokens
1.52.440.715 I slot print_timing: id  2 | task 44451 |    graphs reused =      42235
1.52.440.819 I slot      release: id  2 | task 44451 | stop processing: n_tokens = 2208, truncated = 0
1.52.448.982 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.110 (> 0.100 thold), f_keep = 0.107
1.52.449.053 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 85.981 MiB)
1.52.457.300 I slot launch_slot_: id  2 | task 44469 | processing task, is_child = 0
1.52.528.941 I slot print_timing: id  2 | task 44469 | prompt eval time =      47.55 ms /  2164 tokens (    0.02 ms per token, 45512.86 tokens per second)
1.52.528.944 I slot print_timing: id  2 | task 44469 |        eval time =      24.08 ms /    15 tokens (    1.61 ms per token,   623.00 tokens per second)
